"Date","Price","Open","High","Low","Vol.","Change %"
"03/25/2015","2.0798","2.0752","2.1169","2.0538","","0.20%"
"03/24/2015","2.0756","2.0345","2.0774","2.0206","","1.90%"
"03/23/2015","2.0368","2.0193","2.0440","2.0030","","0.62%"
"03/20/2015","2.0243","2.0047","2.0422","1.9924","","0.82%"
"03/19/2015","2.0079","2.0222","2.0331","1.9980","","-0.76%"
"03/18/2015","2.0232","1.9681","2.0293","1.9661","","2.55%"
"03/17/2015","1.9728","1.9444","1.9825","1.9405","","1.12%"
"03/16/2015","1.9509","1.9455","1.9655","1.9309","","0.03%"
"03/13/2015","1.9503","1.9820","2.0050","1.9313","","-1.65%"
"03/12/2015","1.9831","1.9700","2.0082","1.9567","","0.62%"
"03/11/2015","1.9708","1.9340","1.9863","1.9223","","1.63%"
"03/10/2015","1.9392","1.9913","2.0289","1.9279","","-2.70%"
"03/09/2015","1.9930","1.9969","2.0156","1.9764","","-0.34%"
"03/06/2015","1.9997","1.9710","2.0281","1.9612","","1.29%"
"03/05/2015","1.9743","1.9280","1.9858","1.9210","","2.21%"
"03/04/2015","1.9316","1.9342","1.9485","1.9154","","-0.15%"
"03/03/2015","1.9345","1.9170","1.9408","1.9032","","0.77%"
"03/02/2015","1.9198","1.9320","1.9551","1.9107","","-0.90%"
"02/27/2015","1.9373","1.9524","1.9656","1.9181","","-0.79%"
"02/26/2015","1.9527","1.9302","1.9855","1.9215","","0.82%"
"02/25/2015","1.9368","1.8818","1.9473","1.8818","","2.88%"
"02/24/2015","1.8826","1.8608","1.9036","1.8548","","1.09%"
"02/23/2015","1.8623","1.9318","1.9362","1.8405","","-3.21%"
"02/20/2015","1.9240","1.9212","1.9409","1.8964","","0.14%"
"02/19/2015","1.9214","1.9285","1.9416","1.8937","","-0.38%"
"02/18/2015","1.9288","1.9071","1.9491","1.8882","","1.09%"
"02/17/2015","1.9080","1.8745","1.9235","1.8621","","1.75%"
"02/16/2015","1.8751","1.8696","1.9118","1.8556","","0.27%"
"02/13/2015","1.8700","1.8244","1.8848","1.8089","","2.48%"
"02/12/2015","1.8247","1.8457","1.8546","1.7768","","-1.15%"
"02/11/2015","1.8460","1.8240","1.8515","1.7911","","1.18%"
"02/10/2015","1.8245","1.8010","1.8281","1.7768","","1.29%"
"02/09/2015","1.8013","1.7749","1.8272","1.7681","","1.61%"
