"Date","Price","Open","High","Low","Vol.","Change %"
"03/21/2014","141.06","141.06","141.38","140.38","","-0.02%"
"03/20/2014","141.09","141.50","141.75","140.74","","-0.34%"
"03/19/2014","141.57","141.32","141.94","141.01","","0.16%"
"03/18/2014","141.34","141.65","142.00","140.70","","-0.25%"
"03/17/2014","141.69","140.96","142.01","140.64","","0.47%"
"03/14/2014","141.03","141.22","141.53","140.40","","-0.16%"
"03/13/2014","141.25","142.85","143.41","140.65","","-1.13%"
"03/12/2014","142.87","142.75","143.00","142.18","","0.06%"
"03/11/2014","142.78","143.26","143.47","142.58","","-0.36%"
"03/10/2014","143.30","143.26","143.62","142.59","","-0.02%"
"03/07/2014","143.33","142.81","143.85","142.48","","0.33%"
"03/06/2014","142.86","140.47","142.94","140.41","","1.68%"
"03/05/2014","140.50","140.44","140.80","140.12","","0.02%"
"03/04/2014","140.47","139.29","140.55","139.22","","0.81%"
"03/03/2014","139.34","139.96","140.08","139.09","","-0.83%"
"02/28/2014","140.51","139.96","141.12","139.06","","0.36%"
"02/27/2014","140.01","140.10","140.25","138.74","","-0.09%"
"02/26/2014","140.13","140.48","140.81","139.59","","-0.28%"
"02/25/2014","140.53","140.73","140.99","140.08","","-0.20%"
"02/24/2014","140.81","140.83","141.08","140.29","","-0.04%"
"02/21/2014","140.87","140.29","141.31","140.23","","0.41%"
"02/20/2014","140.29","140.46","140.62","139.18","","-0.16%"
"02/19/2014","140.52","140.79","140.95","139.95","","-0.23%"
"02/18/2014","140.84","139.69","141.07","139.50","","0.81%"
"02/17/2014","139.71","139.28","139.82","138.90","","0.23%"
"02/14/2014","139.39","139.73","140.12","138.95","","-0.28%"
"02/13/2014","139.78","139.35","139.96","138.82","","0.28%"
"02/12/2014","139.39","139.96","140.07","138.61","","-0.42%"
"02/11/2014","139.98","139.51","140.31","139.23","","0.31%"
"02/10/2014","139.55","139.44","139.85","139.12","","0.01%"
"02/07/2014","139.54","138.71","139.60","137.75","","0.56%"
"02/06/2014","138.76","137.27","138.88","136.71","","1.06%"
"02/05/2014","137.31","137.40","137.56","136.50","","-0.09%"
"02/04/2014","137.43","136.57","137.46","136.19","","0.61%"
"02/03/2014","136.59","137.70","138.13","136.31","","-0.75%"
"01/31/2014","137.62","139.21","139.51","137.45","","-1.17%"
"01/30/2014","139.25","139.73","139.99","138.85","","-0.37%"
"01/29/2014","139.77","140.70","141.29","139.01","","-0.69%"
"01/28/2014","140.74","140.17","141.00","140.08","","0.39%"
"01/27/2014","140.20","139.85","140.74","139.16","","0.20%"
"01/24/2014","139.92","141.39","141.81","139.70","","-1.06%"
"01/23/2014","141.42","141.57","142.45","140.99","","-0.12%"
"01/22/2014","141.59","141.41","141.85","141.02","","0.08%"
"01/21/2014","141.47","141.14","141.91","140.99","","0.20%"
"01/20/2014","141.19","141.22","141.42","140.28","","-0.04%"
"01/17/2014","141.25","142.10","142.22","140.91","","-0.64%"
"01/16/2014","142.16","142.21","142.93","141.64","","-0.06%"
"01/15/2014","142.25","142.52","142.65","141.74","","-0.22%"
"01/14/2014","142.56","140.76","142.66","140.71","","1.24%"
"01/13/2014","140.82","142.28","142.39","140.45","","-1.09%"
"01/10/2014","142.37","142.62","143.50","142.00","","-0.19%"
"01/09/2014","142.64","142.32","143.06","141.99","","0.20%"
"01/08/2014","142.35","142.39","143.19","142.04","","-0.07%"
"01/07/2014","142.45","142.00","142.63","141.90","","0.30%"
"01/06/2014","142.03","142.44","142.78","141.46","","-0.32%"
"01/03/2014","142.49","143.21","143.38","141.91","","-0.52%"
"01/02/2014","143.24","144.71","145.14","142.78","","-1.04%"
"01/01/2014","144.75","144.73","145.08","144.60","","-0.01%"
"12/31/2013","144.76","145.13","145.19","144.37","","-0.28%"
"12/30/2013","145.16","144.47","145.19","144.45","","0.44%"
"12/27/2013","144.53","143.47","145.75","143.38","","0.72%"
"12/26/2013","143.50","142.74","143.55","142.73","","0.50%"
"12/25/2013","142.79","142.77","143.13","142.47","","-0.01%"
"12/24/2013","142.81","142.55","142.91","142.41","","0.15%"
"12/23/2013","142.59","142.24","142.75","142.04","","0.21%"
"12/20/2013","142.29","142.41","142.75","142.02","","-0.10%"
"12/19/2013","142.43","142.63","142.85","141.81","","-0.20%"
"12/18/2013","142.71","141.31","142.94","141.17","","0.96%"
"12/17/2013","141.35","141.74","141.97","140.92","","-0.29%"
"12/16/2013","141.76","141.73","142.15","141.16","","-0.06%"
"12/13/2013","141.85","142.16","142.88","141.38","","-0.25%"
"12/12/2013","142.20","141.17","142.27","141.08","","0.69%"
"12/11/2013","141.22","141.47","141.70","140.86","","-0.21%"
"12/10/2013","141.52","141.86","142.20","141.22","","-0.25%"
"12/09/2013","141.88","140.93","141.96","140.74","","0.60%"
"12/06/2013","141.04","139.10","141.10","138.91","","1.38%"
"12/05/2013","139.12","139.12","139.59","138.40","","-0.01%"
"12/04/2013","139.14","139.26","139.61","138.38","","-0.12%"
"12/03/2013","139.31","139.37","140.05","138.66","","-0.07%"
"12/02/2013","139.41","139.17","139.73","138.98","","0.14%"
"11/29/2013","139.22","139.17","139.76","138.91","","0.00%"
"11/28/2013","139.22","138.71","139.31","138.26","","0.35%"
"11/27/2013","138.73","137.44","138.82","137.24","","0.90%"
"11/26/2013","137.49","137.41","137.70","137.07","","0.04%"
"11/25/2013","137.44","137.25","138.04","136.95","","0.09%"
"11/22/2013","137.31","136.36","137.33","135.96","","0.68%"
"11/21/2013","136.38","134.41","136.41","134.32","","1.44%"
"11/20/2013","134.44","135.54","135.97","134.06","","-0.86%"
"11/19/2013","135.60","134.99","135.77","134.56","","0.41%"
"11/18/2013","135.05","135.20","135.44","134.70","","-0.11%"
"11/15/2013","135.20","134.59","135.32","134.45","","0.43%"
"11/14/2013","134.62","133.79","134.76","133.66","","0.58%"
"11/13/2013","133.85","133.81","134.03","133.19","","-0.01%"
"11/12/2013","133.87","132.92","134.07","132.84","","0.71%"
"11/11/2013","132.93","132.58","133.15","132.14","","0.34%"
"11/08/2013","132.48","131.60","132.54","131.26","","0.65%"
"11/07/2013","131.63","133.28","133.55","131.18","","-1.26%"
"11/06/2013","133.31","132.71","133.75","132.51","","0.43%"
"11/05/2013","132.74","133.22","133.36","132.32","","-0.40%"
"11/04/2013","133.27","133.06","133.39","132.81","","0.12%"
"11/01/2013","133.11","133.58","133.73","132.55","","-0.37%"
"10/31/2013","133.61","135.29","135.38","133.31","","-1.26%"
"10/30/2013","135.31","134.93","135.48","134.73","","0.26%"
"10/29/2013","134.96","134.60","135.22","134.21","","0.24%"
"10/28/2013","134.64","134.49","135.04","134.47","","0.11%"
"10/25/2013","134.49","134.22","134.56","133.83","","0.18%"
"10/24/2013","134.25","134.11","134.81","133.84","","0.07%"
"10/23/2013","134.16","135.23","135.34","133.55","","-0.81%"
"10/22/2013","135.25","134.31","135.52","133.85","","0.67%"
"10/21/2013","134.35","133.71","134.40","133.60","","0.44%"
"10/18/2013","133.76","133.85","134.26","133.55","","-0.10%"
"10/17/2013","133.90","133.66","133.97","133.28","","0.16%"
"10/16/2013","133.68","132.73","133.76","132.70","","0.70%"
"10/15/2013","132.75","133.64","133.85","132.66","","-0.70%"
